,US
2021-06-02,20477.1
2021-06-03,20477.1
2021-06-04,20477.1
2021-06-05,20477.1
2021-06-06,20477.1
2021-06-07,20477.1
2021-06-08,20477.1
2021-06-09,20477.1
2021-06-10,20477.1
2021-06-11,20477.1
2021-06-12,20477.1
2021-06-13,20477.1
2021-06-14,20477.1
2021-06-15,20477.1
2021-06-16,20477.1
2021-06-17,20477.1
2021-06-18,20477.1
2021-06-19,20477.1
2021-06-20,20477.1
2021-06-21,20477.1
2021-06-22,20477.1
2021-06-23,20477.1
2021-06-24,20477.1
2021-06-25,20477.1
2021-06-26,20477.1
2021-06-27,20477.1
2021-06-28,20477.1
2021-06-29,20477.1
2021-06-30,20477.1
2021-07-01,20633.3
2021-07-02,20633.3
2021-07-03,20633.3
2021-07-04,20633.3
2021-07-05,20633.3
2021-07-06,20633.3
2021-07-07,20633.3
2021-07-08,20633.3
2021-07-09,20633.3
2021-07-10,20633.3
2021-07-11,20633.3
2021-07-12,20633.3
2021-07-13,20633.3
2021-07-14,20633.3
2021-07-15,20633.3
2021-07-16,20633.3
2021-07-17,20633.3
2021-07-18,20633.3
2021-07-19,20633.3
2021-07-20,20633.3
2021-07-21,20633.3
2021-07-22,20633.3
2021-07-23,20633.3
2021-07-24,20633.3
2021-07-25,20633.3
2021-07-26,20633.3
2021-07-27,20633.3
2021-07-28,20633.3
2021-07-29,20633.3
2021-07-30,20633.3
2021-07-31,20633.3
2021-08-01,20840.7
2021-08-02,20840.7
2021-08-03,20840.7
2021-08-04,20840.7
2021-08-05,20840.7
2021-08-06,20840.7
2021-08-07,20840.7
2021-08-08,20840.7
2021-08-09,20840.7
2021-08-10,20840.7
2021-08-11,20840.7
2021-08-12,20840.7
2021-08-13,20840.7
2021-08-14,20840.7
2021-08-15,20840.7
2021-08-16,20840.7
2021-08-17,20840.7
2021-08-18,20840.7
2021-08-19,20840.7
2021-08-20,20840.7
2021-08-21,20840.7
2021-08-22,20840.7
2021-08-23,20840.7
2021-08-24,20840.7
2021-08-25,20840.7
2021-08-26,20840.7
2021-08-27,20840.7
2021-08-28,20840.7
2021-08-29,20840.7
2021-08-30,20840.7
2021-08-31,20840.7
2021-09-01,20981.0
2021-09-02,20981.0
2021-09-03,20981.0
2021-09-04,20981.0
2021-09-05,20981.0
2021-09-06,20981.0
2021-09-07,20981.0
2021-09-08,20981.0
2021-09-09,20981.0
2021-09-10,20981.0
2021-09-11,20981.0
2021-09-12,20981.0
2021-09-13,20981.0
2021-09-14,20981.0
2021-09-15,20981.0
2021-09-16,20981.0
2021-09-17,20981.0
2021-09-18,20981.0
2021-09-19,20981.0
2021-09-20,20981.0
2021-09-21,20981.0
2021-09-22,20981.0
2021-09-23,20981.0
2021-09-24,20981.0
2021-09-25,20981.0
2021-09-26,20981.0
2021-09-27,20981.0
2021-09-28,20981.0
2021-09-29,20981.0
2021-09-30,20981.0
2021-10-01,21160.7
2021-10-02,21160.7
2021-10-03,21160.7
2021-10-04,21160.7
2021-10-05,21160.7
2021-10-06,21160.7
2021-10-07,21160.7
2021-10-08,21160.7
2021-10-09,21160.7
2021-10-10,21160.7
2021-10-11,21160.7
2021-10-12,21160.7
2021-10-13,21160.7
2021-10-14,21160.7
2021-10-15,21160.7
2021-10-16,21160.7
2021-10-17,21160.7
2021-10-18,21160.7
2021-10-19,21160.7
2021-10-20,21160.7
2021-10-21,21160.7
2021-10-22,21160.7
2021-10-23,21160.7
2021-10-24,21160.7
2021-10-25,21160.7
2021-10-26,21160.7
2021-10-27,21160.7
2021-10-28,21160.7
2021-10-29,21160.7
2021-10-30,21160.7
2021-10-31,21160.7
2021-11-01,21335.9
2021-11-02,21335.9
2021-11-03,21335.9
2021-11-04,21335.9
2021-11-05,21335.9
2021-11-06,21335.9
2021-11-07,21335.9
2021-11-08,21335.9
2021-11-09,21335.9
2021-11-10,21335.9
2021-11-11,21335.9
2021-11-12,21335.9
2021-11-13,21335.9
2021-11-14,21335.9
2021-11-15,21335.9
2021-11-16,21335.9
2021-11-17,21335.9
2021-11-18,21335.9
2021-11-19,21335.9
2021-11-20,21335.9
2021-11-21,21335.9
2021-11-22,21335.9
2021-11-23,21335.9
2021-11-24,21335.9
2021-11-25,21335.9
2021-11-26,21335.9
2021-11-27,21335.9
2021-11-28,21335.9
2021-11-29,21335.9
2021-11-30,21335.9
2021-12-01,21498.8
2021-12-02,21498.8
2021-12-03,21498.8
2021-12-04,21498.8
2021-12-05,21498.8
2021-12-06,21498.8
2021-12-07,21498.8
2021-12-08,21498.8
2021-12-09,21498.8
2021-12-10,21498.8
2021-12-11,21498.8
2021-12-12,21498.8
2021-12-13,21498.8
2021-12-14,21498.8
2021-12-15,21498.8
2021-12-16,21498.8
2021-12-17,21498.8
2021-12-18,21498.8
2021-12-19,21498.8
2021-12-20,21498.8
2021-12-21,21498.8
2021-12-22,21498.8
2021-12-23,21498.8
2021-12-24,21498.8
2021-12-25,21498.8
2021-12-26,21498.8
2021-12-27,21498.8
2021-12-28,21498.8
2021-12-29,21498.8
2021-12-30,21498.8
2021-12-31,21498.8
2022-01-01,21650.0
2022-01-02,21650.0
2022-01-03,21650.0
2022-01-04,21650.0
2022-01-05,21650.0
2022-01-06,21650.0
2022-01-07,21650.0
2022-01-08,21650.0
2022-01-09,21650.0
2022-01-10,21650.0
2022-01-11,21650.0
2022-01-12,21650.0
2022-01-13,21650.0
2022-01-14,21650.0
2022-01-15,21650.0
2022-01-16,21650.0
2022-01-17,21650.0
2022-01-18,21650.0
2022-01-19,21650.0
2022-01-20,21650.0
2022-01-21,21650.0
2022-01-22,21650.0
2022-01-23,21650.0
2022-01-24,21650.0
2022-01-25,21650.0
2022-01-26,21650.0
2022-01-27,21650.0
2022-01-28,21650.0
2022-01-29,21650.0
2022-01-30,21650.0
2022-01-31,21650.0
2022-02-01,21724.8
2022-02-02,21724.8
2022-02-03,21724.8
2022-02-04,21724.8
2022-02-05,21724.8
2022-02-06,21724.8
2022-02-07,21724.8
2022-02-08,21724.8
2022-02-09,21724.8
2022-02-10,21724.8
2022-02-11,21724.8
2022-02-12,21724.8
2022-02-13,21724.8
2022-02-14,21724.8
2022-02-15,21724.8
2022-02-16,21724.8
2022-02-17,21724.8
2022-02-18,21724.8
2022-02-19,21724.8
2022-02-20,21724.8
2022-02-21,21724.8
2022-02-22,21724.8
2022-02-23,21724.8
2022-02-24,21724.8
2022-02-25,21724.8
2022-02-26,21724.8
2022-02-27,21724.8
2022-02-28,21724.8
2022-03-01,21786.8
2022-03-02,21786.8
2022-03-03,21786.8
2022-03-04,21786.8
2022-03-05,21786.8
2022-03-06,21786.8
2022-03-07,21786.8
2022-03-08,21786.8
2022-03-09,21786.8
2022-03-10,21786.8
2022-03-11,21786.8
2022-03-12,21786.8
2022-03-13,21786.8
2022-03-14,21786.8
2022-03-15,21786.8
2022-03-16,21786.8
2022-03-17,21786.8
2022-03-18,21786.8
2022-03-19,21786.8
2022-03-20,21786.8
2022-03-21,21786.8
2022-03-22,21786.8
2022-03-23,21786.8
2022-03-24,21786.8
2022-03-25,21786.8
2022-03-26,21786.8
2022-03-27,21786.8
2022-03-28,21786.8
2022-03-29,21786.8
2022-03-30,21786.8
2022-03-31,21786.8
2022-04-01,21769.5
2022-04-02,21769.5
2022-04-03,21769.5
2022-04-04,21769.5
2022-04-05,21769.5
2022-04-06,21769.5
2022-04-07,21769.5
2022-04-08,21769.5
2022-04-09,21769.5
2022-04-10,21769.5
2022-04-11,21769.5
2022-04-12,21769.5
2022-04-13,21769.5
2022-04-14,21769.5
2022-04-15,21769.5
2022-04-16,21769.5
2022-04-17,21769.5
2022-04-18,21769.5
2022-04-19,21769.5
2022-04-20,21769.5
2022-04-21,21769.5
2022-04-22,21769.5
2022-04-23,21769.5
2022-04-24,21769.5
2022-04-25,21769.5
2022-04-26,21769.5
2022-04-27,21769.5
2022-04-28,21769.5
2022-04-29,21769.5
2022-04-30,21769.5
2022-05-01,21719.5
2022-05-02,21719.5
2022-05-03,21719.5
2022-05-04,21719.5
2022-05-05,21719.5
2022-05-06,21719.5
2022-05-07,21719.5
2022-05-08,21719.5
2022-05-09,21719.5
2022-05-10,21719.5
2022-05-11,21719.5
2022-05-12,21719.5
2022-05-13,21719.5
2022-05-14,21719.5
2022-05-15,21719.5
2022-05-16,21719.5
2022-05-17,21719.5
2022-05-18,21719.5
2022-05-19,21719.5
2022-05-20,21719.5
2022-05-21,21719.5
2022-05-22,21719.5
2022-05-23,21719.5
2022-05-24,21719.5
2022-05-25,21719.5
2022-05-26,21719.5
2022-05-27,21719.5
2022-05-28,21719.5
2022-05-29,21719.5
2022-05-30,21719.5
2022-05-31,21719.5
2022-06-01,21651.2
2022-06-02,21651.2
2022-06-03,21651.2
2022-06-04,21651.2
2022-06-05,21651.2
2022-06-06,21651.2
2022-06-07,21651.2
2022-06-08,21651.2
2022-06-09,21651.2
2022-06-10,21651.2
2022-06-11,21651.2
2022-06-12,21651.2
2022-06-13,21651.2
2022-06-14,21651.2
2022-06-15,21651.2
2022-06-16,21651.2
2022-06-17,21651.2
2022-06-18,21651.2
2022-06-19,21651.2
2022-06-20,21651.2
2022-06-21,21651.2
2022-06-22,21651.2
2022-06-23,21651.2
2022-06-24,21651.2
2022-06-25,21651.2
2022-06-26,21651.2
2022-06-27,21651.2
2022-06-28,21651.2
2022-06-29,21651.2
2022-06-30,21651.2
2022-07-01,21652.8
2022-07-02,21652.8
2022-07-03,21652.8
2022-07-04,21652.8
2022-07-05,21652.8
2022-07-06,21652.8
2022-07-07,21652.8
2022-07-08,21652.8
2022-07-09,21652.8
2022-07-10,21652.8
2022-07-11,21652.8
2022-07-12,21652.8
2022-07-13,21652.8
2022-07-14,21652.8
2022-07-15,21652.8
2022-07-16,21652.8
2022-07-17,21652.8
2022-07-18,21652.8
2022-07-19,21652.8
2022-07-20,21652.8
2022-07-21,21652.8
2022-07-22,21652.8
2022-07-23,21652.8
2022-07-24,21652.8
2022-07-25,21652.8
2022-07-26,21652.8
2022-07-27,21652.8
2022-07-28,21652.8
2022-07-29,21652.8
2022-07-30,21652.8
2022-07-31,21652.8
2022-08-01,21638.2
2022-08-02,21638.2
2022-08-03,21638.2
2022-08-04,21638.2
2022-08-05,21638.2
2022-08-06,21638.2
2022-08-07,21638.2
2022-08-08,21638.2
2022-08-09,21638.2
2022-08-10,21638.2
2022-08-11,21638.2
2022-08-12,21638.2
2022-08-13,21638.2
2022-08-14,21638.2
2022-08-15,21638.2
2022-08-16,21638.2
2022-08-17,21638.2
2022-08-18,21638.2
2022-08-19,21638.2
2022-08-20,21638.2
2022-08-21,21638.2
2022-08-22,21638.2
2022-08-23,21638.2
2022-08-24,21638.2
2022-08-25,21638.2
2022-08-26,21638.2
2022-08-27,21638.2
2022-08-28,21638.2
2022-08-29,21638.2
2022-08-30,21638.2
2022-08-31,21638.2
2022-09-01,21536.5
2022-09-02,21536.5
2022-09-03,21536.5
2022-09-04,21536.5
2022-09-05,21536.5
2022-09-06,21536.5
2022-09-07,21536.5
2022-09-08,21536.5
2022-09-09,21536.5
2022-09-10,21536.5
2022-09-11,21536.5
2022-09-12,21536.5
2022-09-13,21536.5
2022-09-14,21536.5
2022-09-15,21536.5
2022-09-16,21536.5
2022-09-17,21536.5
2022-09-18,21536.5
2022-09-19,21536.5
2022-09-20,21536.5
2022-09-21,21536.5
2022-09-22,21536.5
2022-09-23,21536.5
2022-09-24,21536.5
2022-09-25,21536.5
2022-09-26,21536.5
2022-09-27,21536.5
2022-09-28,21536.5
2022-09-29,21536.5
2022-09-30,21536.5
2022-10-01,21461.5
2022-10-02,21461.5
2022-10-03,21461.5
2022-10-04,21461.5
2022-10-05,21461.5
2022-10-06,21461.5
2022-10-07,21461.5
2022-10-08,21461.5
2022-10-09,21461.5
2022-10-10,21461.5
2022-10-11,21461.5
2022-10-12,21461.5
2022-10-13,21461.5
2022-10-14,21461.5
2022-10-15,21461.5
2022-10-16,21461.5
2022-10-17,21461.5
2022-10-18,21461.5
2022-10-19,21461.5
2022-10-20,21461.5
2022-10-21,21461.5
2022-10-22,21461.5
2022-10-23,21461.5
2022-10-24,21461.5
2022-10-25,21461.5
2022-10-26,21461.5
2022-10-27,21461.5
2022-10-28,21461.5
2022-10-29,21461.5
2022-10-30,21461.5
2022-10-31,21461.5
2022-11-01,21406.5
2022-11-02,21406.5
2022-11-03,21406.5
2022-11-04,21406.5
2022-11-05,21406.5
2022-11-06,21406.5
2022-11-07,21406.5
2022-11-08,21406.5
2022-11-09,21406.5
2022-11-10,21406.5
2022-11-11,21406.5
2022-11-12,21406.5
2022-11-13,21406.5
2022-11-14,21406.5
2022-11-15,21406.5
2022-11-16,21406.5
2022-11-17,21406.5
2022-11-18,21406.5
2022-11-19,21406.5
2022-11-20,21406.5
2022-11-21,21406.5
2022-11-22,21406.5
2022-11-23,21406.5
2022-11-24,21406.5
2022-11-25,21406.5
2022-11-26,21406.5
2022-11-27,21406.5
2022-11-28,21406.5
2022-11-29,21406.5
2022-11-30,21406.5
2022-12-01,21291.0
2022-12-02,21291.0
2022-12-03,21291.0
2022-12-04,21291.0
2022-12-05,21291.0
2022-12-06,21291.0
2022-12-07,21291.0
2022-12-08,21291.0
2022-12-09,21291.0
2022-12-10,21291.0
2022-12-11,21291.0
2022-12-12,21291.0
2022-12-13,21291.0
2022-12-14,21291.0
2022-12-15,21291.0
2022-12-16,21291.0
2022-12-17,21291.0
2022-12-18,21291.0
2022-12-19,21291.0
2022-12-20,21291.0
2022-12-21,21291.0
2022-12-22,21291.0
2022-12-23,21291.0
2022-12-24,21291.0
2022-12-25,21291.0
2022-12-26,21291.0
2022-12-27,21291.0
2022-12-28,21291.0
2022-12-29,21291.0
2022-12-30,21291.0
2022-12-31,21291.0
2023-01-01,21279.4
2023-01-02,21279.4
2023-01-03,21279.4
2023-01-04,21279.4
2023-01-05,21279.4
2023-01-06,21279.4
2023-01-07,21279.4
2023-01-08,21279.4
2023-01-09,21279.4
2023-01-10,21279.4
2023-01-11,21279.4
2023-01-12,21279.4
2023-01-13,21279.4
2023-01-14,21279.4
2023-01-15,21279.4
2023-01-16,21279.4
2023-01-17,21279.4
2023-01-18,21279.4
2023-01-19,21279.4
2023-01-20,21279.4
2023-01-21,21279.4
2023-01-22,21279.4
2023-01-23,21279.4
2023-01-24,21279.4
2023-01-25,21279.4
2023-01-26,21279.4
2023-01-27,21279.4
2023-01-28,21279.4
2023-01-29,21279.4
2023-01-30,21279.4
2023-01-31,21279.4
2023-02-01,21242.9
2023-02-02,21242.9
2023-02-03,21242.9
2023-02-04,21242.9
2023-02-05,21242.9
2023-02-06,21242.9
2023-02-07,21242.9
2023-02-08,21242.9
2023-02-09,21242.9
2023-02-10,21242.9
2023-02-11,21242.9
2023-02-12,21242.9
2023-02-13,21242.9
2023-02-14,21242.9
2023-02-15,21242.9
2023-02-16,21242.9
2023-02-17,21242.9
2023-02-18,21242.9
2023-02-19,21242.9
2023-02-20,21242.9
2023-02-21,21242.9
2023-02-22,21242.9
2023-02-23,21242.9
2023-02-24,21242.9
2023-02-25,21242.9
2023-02-26,21242.9
2023-02-27,21242.9
2023-02-28,21242.9
2023-03-01,20946.8
2023-03-02,20946.8
2023-03-03,20946.8
2023-03-04,20946.8
2023-03-05,20946.8
2023-03-06,20946.8
2023-03-07,20946.8
2023-03-08,20946.8
2023-03-09,20946.8
2023-03-10,20946.8
2023-03-11,20946.8
2023-03-12,20946.8
2023-03-13,20946.8
2023-03-14,20946.8
2023-03-15,20946.8
2023-03-16,20946.8
2023-03-17,20946.8
2023-03-18,20946.8
2023-03-19,20946.8
2023-03-20,20946.8
2023-03-21,20946.8
2023-03-22,20946.8
2023-03-23,20946.8
2023-03-24,20946.8
2023-03-25,20946.8
2023-03-26,20946.8
2023-03-27,20946.8
2023-03-28,20946.8
2023-03-29,20946.8
2023-03-30,20946.8
2023-03-31,20946.8
2023-04-01,20761.4
2023-04-02,20761.4
2023-04-03,20761.4
2023-04-04,20761.4
2023-04-05,20761.4
2023-04-06,20761.4
2023-04-07,20761.4
2023-04-08,20761.4
2023-04-09,20761.4
2023-04-10,20761.4
2023-04-11,20761.4
2023-04-12,20761.4
2023-04-13,20761.4
2023-04-14,20761.4
2023-04-15,20761.4
2023-04-16,20761.4
2023-04-17,20761.4
2023-04-18,20761.4
2023-04-19,20761.4
2023-04-20,20761.4
2023-04-21,20761.4
2023-04-22,20761.4
2023-04-23,20761.4
2023-04-24,20761.4
2023-04-25,20761.4
2023-04-26,20761.4
2023-04-27,20761.4
2023-04-28,20761.4
2023-04-29,20761.4
2023-04-30,20761.4
2023-05-01,20829.6
2023-05-02,20829.6
2023-05-03,20829.6
2023-05-04,20829.6
2023-05-05,20829.6
2023-05-06,20829.6
2023-05-07,20829.6
2023-05-08,20829.6
2023-05-09,20829.6
2023-05-10,20829.6
2023-05-11,20829.6
2023-05-12,20829.6
2023-05-13,20829.6
2023-05-14,20829.6
2023-05-15,20829.6
2023-05-16,20829.6
2023-05-17,20829.6
2023-05-18,20829.6
2023-05-19,20829.6
2023-05-20,20829.6
2023-05-21,20829.6
2023-05-22,20829.6
2023-05-23,20829.6
2023-05-24,20829.6
2023-05-25,20829.6
2023-05-26,20829.6
2023-05-27,20829.6
2023-05-28,20829.6
2023-05-29,20829.6
2023-05-30,20829.6
2023-05-31,20829.6
2023-06-01,20799.3
2023-06-02,20799.3
2023-06-03,20799.3
2023-06-04,20799.3
2023-06-05,20799.3
2023-06-06,20799.3
2023-06-07,20799.3
2023-06-08,20799.3
2023-06-09,20799.3
2023-06-10,20799.3
2023-06-11,20799.3
2023-06-12,20799.3
2023-06-13,20799.3
2023-06-14,20799.3
2023-06-15,20799.3
2023-06-16,20799.3
2023-06-17,20799.3
2023-06-18,20799.3
2023-06-19,20799.3
2023-06-20,20799.3
2023-06-21,20799.3
2023-06-22,20799.3
2023-06-23,20799.3
2023-06-24,20799.3
2023-06-25,20799.3
2023-06-26,20799.3
2023-06-27,20799.3
2023-06-28,20799.3
2023-06-29,20799.3
2023-06-30,20799.3
2023-07-01,20791.2
2023-07-02,20791.2
2023-07-03,20791.2
2023-07-04,20791.2
2023-07-05,20791.2
2023-07-06,20791.2
2023-07-07,20791.2
2023-07-08,20791.2
2023-07-09,20791.2
2023-07-10,20791.2
2023-07-11,20791.2
2023-07-12,20791.2
2023-07-13,20791.2
2023-07-14,20791.2
2023-07-15,20791.2
2023-07-16,20791.2
2023-07-17,20791.2
2023-07-18,20791.2
2023-07-19,20791.2
2023-07-20,20791.2
2023-07-21,20791.2
2023-07-22,20791.2
2023-07-23,20791.2
2023-07-24,20791.2
2023-07-25,20791.2
2023-07-26,20791.2
2023-07-27,20791.2
2023-07-28,20791.2
2023-07-29,20791.2
2023-07-30,20791.2
2023-07-31,20791.2
2023-08-01,20777.2
2023-08-02,20777.2
2023-08-03,20777.2
2023-08-04,20777.2
2023-08-05,20777.2
2023-08-06,20777.2
2023-08-07,20777.2
2023-08-08,20777.2
2023-08-09,20777.2
2023-08-10,20777.2
2023-08-11,20777.2
2023-08-12,20777.2
2023-08-13,20777.2
2023-08-14,20777.2
2023-08-15,20777.2
2023-08-16,20777.2
2023-08-17,20777.2
2023-08-18,20777.2
2023-08-19,20777.2
2023-08-20,20777.2
2023-08-21,20777.2
2023-08-22,20777.2
2023-08-23,20777.2
2023-08-24,20777.2
2023-08-25,20777.2
2023-08-26,20777.2
2023-08-27,20777.2
2023-08-28,20777.2
2023-08-29,20777.2
2023-08-30,20777.2
2023-08-31,20777.2
2023-09-01,20747.8
2023-09-02,20747.8
2023-09-03,20747.8
2023-09-04,20747.8
2023-09-05,20747.8
2023-09-06,20747.8
2023-09-07,20747.8
2023-09-08,20747.8
2023-09-09,20747.8
2023-09-10,20747.8
2023-09-11,20747.8
2023-09-12,20747.8
2023-09-13,20747.8
2023-09-14,20747.8
2023-09-15,20747.8
2023-09-16,20747.8
2023-09-17,20747.8
2023-09-18,20747.8
2023-09-19,20747.8
2023-09-20,20747.8
2023-09-21,20747.8
2023-09-22,20747.8
2023-09-23,20747.8
2023-09-24,20747.8
2023-09-25,20747.8
2023-09-26,20747.8
2023-09-27,20747.8
2023-09-28,20747.8
2023-09-29,20747.8
2023-09-30,20747.8
2023-10-01,20732.9
2023-10-02,20732.9
2023-10-03,20732.9
2023-10-04,20732.9
2023-10-05,20732.9
2023-10-06,20732.9
2023-10-07,20732.9
2023-10-08,20732.9
2023-10-09,20732.9
2023-10-10,20732.9
2023-10-11,20732.9
2023-10-12,20732.9
2023-10-13,20732.9
2023-10-14,20732.9
2023-10-15,20732.9
2023-10-16,20732.9
2023-10-17,20732.9
2023-10-18,20732.9
2023-10-19,20732.9
2023-10-20,20732.9
2023-10-21,20732.9
2023-10-22,20732.9
2023-10-23,20732.9
2023-10-24,20732.9
2023-10-25,20732.9
2023-10-26,20732.9
2023-10-27,20732.9
2023-10-28,20732.9
2023-10-29,20732.9
2023-10-30,20732.9
2023-10-31,20732.9
2023-11-01,20746.5
2023-11-02,20746.5
2023-11-03,20746.5
2023-11-04,20746.5
2023-11-05,20746.5
2023-11-06,20746.5
2023-11-07,20746.5
2023-11-08,20746.5
2023-11-09,20746.5
2023-11-10,20746.5
2023-11-11,20746.5
2023-11-12,20746.5
2023-11-13,20746.5
2023-11-14,20746.5
2023-11-15,20746.5
2023-11-16,20746.5
2023-11-17,20746.5
2023-11-18,20746.5
2023-11-19,20746.5
2023-11-20,20746.5
2023-11-21,20746.5
2023-11-22,20746.5
2023-11-23,20746.5
2023-11-24,20746.5
2023-11-25,20746.5
2023-11-26,20746.5
2023-11-27,20746.5
2023-11-28,20746.5
2023-11-29,20746.5
2023-11-30,20746.5
2023-12-01,20777.9
2023-12-02,20777.9
2023-12-03,20777.9
2023-12-04,20777.9
2023-12-05,20777.9
2023-12-06,20777.9
2023-12-07,20777.9
2023-12-08,20777.9
2023-12-09,20777.9
2023-12-10,20777.9
2023-12-11,20777.9
2023-12-12,20777.9
2023-12-13,20777.9
2023-12-14,20777.9
2023-12-15,20777.9
2023-12-16,20777.9
2023-12-17,20777.9
2023-12-18,20777.9
2023-12-19,20777.9
2023-12-20,20777.9
2023-12-21,20777.9
2023-12-22,20777.9
2023-12-23,20777.9
2023-12-24,20777.9
2023-12-25,20777.9
2023-12-26,20777.9
2023-12-27,20777.9
2023-12-28,20777.9
2023-12-29,20777.9
2023-12-30,20777.9
2023-12-31,20777.9
2024-01-01,20843.9
2024-01-02,20843.9
2024-01-03,20843.9
2024-01-04,20843.9
2024-01-05,20843.9
2024-01-06,20843.9
2024-01-07,20843.9
2024-01-08,20843.9
2024-01-09,20843.9
2024-01-10,20843.9
2024-01-11,20843.9
2024-01-12,20843.9
2024-01-13,20843.9
2024-01-14,20843.9
2024-01-15,20843.9
2024-01-16,20843.9
2024-01-17,20843.9
2024-01-18,20843.9
2024-01-19,20843.9
2024-01-20,20843.9
2024-01-21,20843.9
2024-01-22,20843.9
2024-01-23,20843.9
2024-01-24,20843.9
2024-01-25,20843.9
2024-01-26,20843.9
2024-01-27,20843.9
2024-01-28,20843.9
2024-01-29,20843.9
2024-01-30,20843.9
2024-01-31,20843.9
2024-02-01,20927.4
2024-02-02,20927.4
2024-02-03,20927.4
2024-02-04,20927.4
2024-02-05,20927.4
2024-02-06,20927.4
2024-02-07,20927.4
2024-02-08,20927.4
2024-02-09,20927.4
2024-02-10,20927.4
2024-02-11,20927.4
2024-02-12,20927.4
2024-02-13,20927.4
2024-02-14,20927.4
2024-02-15,20927.4
2024-02-16,20927.4
2024-02-17,20927.4
2024-02-18,20927.4
2024-02-19,20927.4
2024-02-20,20927.4
2024-02-21,20927.4
2024-02-22,20927.4
2024-02-23,20927.4
2024-02-24,20927.4
2024-02-25,20927.4
2024-02-26,20927.4
2024-02-27,20927.4
2024-02-28,20927.4
2024-02-29,20927.4
2024-03-01,20973.9
2024-03-02,20973.9
2024-03-03,20973.9
2024-03-04,20973.9
2024-03-05,20973.9
2024-03-06,20973.9
2024-03-07,20973.9
2024-03-08,20973.9
2024-03-09,20973.9
2024-03-10,20973.9
2024-03-11,20973.9
2024-03-12,20973.9
2024-03-13,20973.9
2024-03-14,20973.9
2024-03-15,20973.9
2024-03-16,20973.9
2024-03-17,20973.9
2024-03-18,20973.9
2024-03-19,20973.9
2024-03-20,20973.9
2024-03-21,20973.9
2024-03-22,20973.9
2024-03-23,20973.9
2024-03-24,20973.9
2024-03-25,20973.9
2024-03-26,20973.9
2024-03-27,20973.9
2024-03-28,20973.9
2024-03-29,20973.9
2024-03-30,20973.9
2024-03-31,20973.9
2024-04-01,20959.7
2024-04-02,20959.7
2024-04-03,20959.7
2024-04-04,20959.7
2024-04-05,20959.7
2024-04-06,20959.7
2024-04-07,20959.7
2024-04-08,20959.7
2024-04-09,20959.7
2024-04-10,20959.7
2024-04-11,20959.7
2024-04-12,20959.7
2024-04-13,20959.7
2024-04-14,20959.7
2024-04-15,20959.7
2024-04-16,20959.7
2024-04-17,20959.7
2024-04-18,20959.7
2024-04-19,20959.7
2024-04-20,20959.7
2024-04-21,20959.7
2024-04-22,20959.7
2024-04-23,20959.7
2024-04-24,20959.7
2024-04-25,20959.7
2024-04-26,20959.7
2024-04-27,20959.7
2024-04-28,20959.7
2024-04-29,20959.7
2024-04-30,20959.7
2024-05-01,21020.6
2024-05-02,21020.6
2024-05-03,21020.6
2024-05-04,21020.6
2024-05-05,21020.6
2024-05-06,21020.6
2024-05-07,21020.6
2024-05-08,21020.6
2024-05-09,21020.6
2024-05-10,21020.6
2024-05-11,21020.6
2024-05-12,21020.6
2024-05-13,21020.6
2024-05-14,21020.6
2024-05-15,21020.6
2024-05-16,21020.6
2024-05-17,21020.6
2024-05-18,21020.6
2024-05-19,21020.6
2024-05-20,21020.6
2024-05-21,21020.6
2024-05-22,21020.6
2024-05-23,21020.6
2024-05-24,21020.6
2024-05-25,21020.6
2024-05-26,21020.6
2024-05-27,21020.6
2024-05-28,21020.6
2024-05-29,21020.6
2024-05-30,21020.6
2024-05-31,21020.6
2024-06-01,21068.4
2024-06-02,21068.4
2024-06-03,21068.4
2024-06-04,21068.4
2024-06-05,21068.4
2024-06-06,21068.4
2024-06-07,21068.4
2024-06-08,21068.4
2024-06-09,21068.4
2024-06-10,21068.4
2024-06-11,21068.4
2024-06-12,21068.4
2024-06-13,21068.4
2024-06-14,21068.4
2024-06-15,21068.4
2024-06-16,21068.4
2024-06-17,21068.4
2024-06-18,21068.4
2024-06-19,21068.4
2024-06-20,21068.4
2024-06-21,21068.4
2024-06-22,21068.4
2024-06-23,21068.4
2024-06-24,21068.4
2024-06-25,21068.4
2024-06-26,21068.4
2024-06-27,21068.4
2024-06-28,21068.4
2024-06-29,21068.4
2024-06-30,21068.4
2024-07-01,21095.3
2024-07-02,21095.3
2024-07-03,21095.3
2024-07-04,21095.3
2024-07-05,21095.3
2024-07-06,21095.3
2024-07-07,21095.3
2024-07-08,21095.3
2024-07-09,21095.3
2024-07-10,21095.3
2024-07-11,21095.3
2024-07-12,21095.3
2024-07-13,21095.3
2024-07-14,21095.3
2024-07-15,21095.3
2024-07-16,21095.3
2024-07-17,21095.3
2024-07-18,21095.3
2024-07-19,21095.3
2024-07-20,21095.3
2024-07-21,21095.3
2024-07-22,21095.3
2024-07-23,21095.3
2024-07-24,21095.3
2024-07-25,21095.3
2024-07-26,21095.3
2024-07-27,21095.3
2024-07-28,21095.3
2024-07-29,21095.3
2024-07-30,21095.3
2024-07-31,21095.3
2024-08-01,21186.8
2024-08-02,21186.8
2024-08-03,21186.8
2024-08-04,21186.8
2024-08-05,21186.8
2024-08-06,21186.8
2024-08-07,21186.8
2024-08-08,21186.8
2024-08-09,21186.8
2024-08-10,21186.8
